dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.commons:commons-compress,org.glassfish.jaxb:jaxb-runtime,38,244,147,0.16,0.26,0.26
org.apache.commons:commons-compress,xerces:xercesImpl,25,244,113,0.1,0.22,0.22
org.apache.commons:commons-compress,org.springframework:spring-test,48,244,341,0.2,0.14,0.2
io.netty:netty-all,org.apache.commons:commons-compress,45,230,244,0.2,0.18,0.2
com.zaxxer:HikariCP,org.aspectj:aspectjrt,11,147,111,0.07,0.1,0.1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.slf4j:jcl-over-slf4j,31,144,312,0.22,0.1,0.22
org.elasticsearch:elasticsearch,org.reflections:reflections,13,125,172,0.1,0.08,0.1
com.alibaba:fastjson,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,6,338,125,0.02,0.05,0.05
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.apache.avro:avro,16,125,121,0.13,0.13,0.13
commons-net:commons-net,org.apache.httpcomponents:httpclient,73,129,680,0.57,0.11,0.57
commons-collections:commons-collections,org.eclipse.jetty:jetty-servlet,58,284,203,0.2,0.29,0.29
javax.annotation:javax.annotation-api,org.awaitility:awaitility,34,244,161,0.14,0.21,0.21
org.apache.lucene:lucene-core,org.springframework:spring-jdbc,22,140,220,0.16,0.1,0.16
io.netty:netty-handler,org.springframework:spring-tx,14,117,172,0.12,0.08,0.12
org.aspectj:aspectjweaver,org.slf4j:jcl-over-slf4j,48,171,312,0.28,0.15,0.28
com.google.code.findbugs:jsr305,org.slf4j:slf4j-jdk14,19,332,110,0.06,0.17,0.17
com.google.code.findbugs:jsr305,org.springframework.boot:spring-boot-starter-test,25,332,130,0.08,0.19,0.19
ch.qos.logback:logback-classic,org.apache.curator:curator-recipes,46,701,131,0.07,0.35,0.35
org.apache.velocity:velocity,org.junit.vintage:junit-vintage-engine,10,125,122,0.08,0.08,0.08
org.apache.velocity:velocity,org.junit.jupiter:junit-jupiter-engine,14,125,344,0.11,0.04,0.11
org.codehaus.jackson:jackson-core-asl,org.slf4j:jcl-over-slf4j,32,102,312,0.31,0.1,0.31
org.hamcrest:hamcrest-all,org.testng:testng,37,236,286,0.16,0.13,0.16
org.slf4j:jul-to-slf4j,org.springframework:spring-jdbc,26,153,220,0.17,0.12,0.17
javax.servlet:jstl,org.powermock:powermock-api-mockito2,3,124,105,0.02,0.03,0.03
org.apache.httpcomponents:httpmime,org.apache.maven:maven-core,20,148,192,0.14,0.1,0.14
commons-httpclient:commons-httpclient,org.slf4j:jul-to-slf4j,11,139,153,0.08,0.07,0.08
com.jcraft:jsch,org.testcontainers:testcontainers,4,101,118,0.04,0.03,0.04
com.fasterxml.jackson.core:jackson-databind,org.apache.curator:curator-recipes,66,850,131,0.08,0.5,0.5
com.squareup.okhttp3:okhttp,log4j:log4j,45,232,483,0.19,0.09,0.19
ch.qos.logback:logback-core,org.springframework:spring-context-support,26,227,155,0.11,0.17,0.17
ch.qos.logback:logback-core,commons-lang:commons-lang,49,227,444,0.22,0.11,0.22
org.seleniumhq.selenium:selenium-java,org.springframework:spring-orm,7,100,126,0.07,0.06,0.07
org.apache.maven.plugin-tools:maven-plugin-annotations,org.assertj:assertj-core,58,233,462,0.25,0.13,0.25
javax.validation:validation-api,org.slf4j:slf4j-api,137,194,1420,0.71,0.1,0.71
org.codehaus.plexus:plexus-utils,org.springframework:spring-test,21,144,341,0.15,0.06,0.15
javax.inject:javax.inject,org.powermock:powermock-module-junit4,23,189,205,0.12,0.11,0.12
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.lucene:lucene-analyzers-common,12,110,110,0.11,0.11,0.11
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,commons-logging:commons-logging,28,110,370,0.25,0.08,0.25
org.apache.ant:ant,xerces:xercesImpl,16,153,113,0.1,0.14,0.14
org.apache.ant:ant,org.hamcrest:hamcrest,13,153,154,0.08,0.08,0.08
commons-beanutils:commons-beanutils,commons-httpclient:commons-httpclient,44,281,139,0.16,0.32,0.32
org.mybatis:mybatis,org.scala-lang:scala-library,7,126,173,0.06,0.04,0.06
org.mybatis:mybatis,org.springframework.boot:spring-boot-starter-test,16,126,130,0.13,0.12,0.13
com.google.protobuf:protobuf-java,org.aspectj:aspectjrt,7,270,111,0.03,0.06,0.06
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-core,29,248,219,0.12,0.13,0.13
com.google.inject:guice,org.codehaus.jackson:jackson-mapper-asl,23,192,155,0.12,0.15,0.15
org.apache.poi:poi,org.springframework:spring-jdbc,34,138,220,0.25,0.15,0.25
org.mockito:mockito-junit-jupiter,org.openjdk.jmh:jmh-generator-annprocess,12,118,202,0.1,0.06,0.1
joda-time:joda-time,org.scala-lang:scala-library,52,381,173,0.14,0.3,0.3
joda-time:joda-time,mysql:mysql-connector-java,110,381,536,0.29,0.21,0.29
org.apache.kafka:kafka-clients,org.hamcrest:hamcrest-library,19,162,228,0.12,0.08,0.12
org.apache.kafka:kafka-clients,org.yaml:snakeyaml,43,162,274,0.27,0.16,0.27
com.jayway.jsonpath:json-path,org.testcontainers:testcontainers,17,129,118,0.13,0.14,0.14
com.jayway.jsonpath:json-path,org.apache.logging.log4j:log4j-slf4j-impl,24,129,248,0.19,0.1,0.19
commons-codec:commons-codec,org.mockito:mockito-core,261,596,922,0.44,0.28,0.44
commons-lang:commons-lang,org.slf4j:slf4j-simple,69,444,386,0.16,0.18,0.18
commons-lang:commons-lang,org.apache.logging.log4j:log4j-slf4j-impl,51,444,248,0.11,0.21,0.21
org.apache.hadoop:hadoop-common,org.springframework:spring-context,21,143,435,0.15,0.05,0.15
com.google.code.gson:gson,org.apache.maven:maven-artifact,42,674,125,0.06,0.34,0.34
com.google.code.gson:gson,xerces:xercesImpl,43,674,113,0.06,0.38,0.38
org.quartz-scheduler:quartz,org.springframework:spring-beans,49,141,254,0.35,0.19,0.35
javax.activation:activation,org.apache.curator:curator-recipes,10,105,131,0.1,0.08,0.1
org.apache.commons:commons-pool2,org.apache.poi:poi,14,117,138,0.12,0.1,0.12
net.java.dev.jna:jna,org.hamcrest:hamcrest-all,16,162,236,0.1,0.07,0.1
com.alibaba:druid,org.springframework:spring-webmvc,38,148,265,0.26,0.14,0.26
io.dropwizard.metrics:metrics-core,org.hibernate:hibernate-core,14,154,191,0.09,0.07,0.09
io.dropwizard.metrics:metrics-core,org.apache.zookeeper:zookeeper,49,154,193,0.32,0.25,0.32
org.apache.avro:avro,org.powermock:powermock-api-mockito2,20,121,105,0.17,0.19,0.19
org.openjdk.jmh:jmh-generator-annprocess,org.slf4j:slf4j-log4j12,41,202,521,0.2,0.08,0.2
org.eclipse.jetty:jetty-server,org.postgresql:postgresql,45,265,251,0.17,0.18,0.18
javax.servlet:servlet-api,org.apache.thrift:libthrift,13,265,104,0.05,0.13,0.13
org.freemarker:freemarker,redis.clients:jedis,27,153,184,0.18,0.15,0.18
org.springframework:spring-context,org.springframework:spring-test,242,435,341,0.56,0.71,0.71
com.h2database:h2,commons-dbcp:commons-dbcp,55,367,124,0.15,0.44,0.44
com.h2database:h2,javax.servlet.jsp:jsp-api,18,367,106,0.05,0.17,0.17
log4j:log4j,org.mybatis:mybatis,37,483,126,0.08,0.29,0.29
org.apache.commons:commons-compress,org.freemarker:freemarker,27,244,153,0.11,0.18,0.18
com.zaxxer:HikariCP,org.codehaus.groovy:groovy-all,9,147,119,0.06,0.08,0.08
com.zaxxer:HikariCP,org.glassfish.jaxb:jaxb-runtime,12,147,147,0.08,0.08,0.08
org.hibernate.validator:hibernate-validator,org.springframework:spring-context,41,101,435,0.41,0.09,0.41
cglib:cglib,commons-httpclient:commons-httpclient,16,135,139,0.12,0.12,0.12
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,commons-collections:commons-collections,33,144,284,0.23,0.12,0.23
org.apache.commons:commons-csv,org.aspectj:aspectjrt,7,134,111,0.05,0.06,0.06
org.apache.commons:commons-csv,org.junit.jupiter:junit-jupiter-api,22,134,288,0.16,0.08,0.16
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.eclipse.jetty:jetty-servlet,41,125,203,0.33,0.2,0.33
commons-net:commons-net,javax.servlet:servlet-api,19,129,265,0.15,0.07,0.15
commons-net:commons-net,commons-validator:commons-validator,20,129,108,0.16,0.19,0.19
commons-collections:commons-collections,org.apache.ant:ant,40,284,153,0.14,0.26,0.26
javax.mail:mail,org.slf4j:slf4j-simple,24,156,386,0.15,0.06,0.15
org.apache.commons:commons-math3,org.mongodb:mongo-java-driver,20,183,119,0.11,0.17,0.17
com.thoughtworks.xstream:xstream,commons-dbcp:commons-dbcp,22,127,124,0.17,0.18,0.18
io.netty:netty-handler,org.slf4j:slf4j-log4j12,21,117,521,0.18,0.04,0.18
io.netty:netty-handler,org.scala-lang:scala-library,14,117,173,0.12,0.08,0.12
io.netty:netty-handler,org.mockito:mockito-all,14,117,367,0.12,0.04,0.12
commons-logging:commons-logging,org.freemarker:freemarker,44,370,153,0.12,0.29,0.29
org.apache.commons:commons-lang3,org.codehaus.groovy:groovy-all,68,994,119,0.07,0.57,0.57
org.awaitility:awaitility,org.slf4j:slf4j-simple,36,161,386,0.22,0.09,0.22
org.awaitility:awaitility,org.springframework:spring-core,31,161,337,0.19,0.09,0.19
ch.qos.logback:logback-classic,org.apache.poi:poi-ooxml,43,701,146,0.06,0.29,0.29
ch.qos.logback:logback-classic,commons-logging:commons-logging,92,701,370,0.13,0.25,0.25
commons-configuration:commons-configuration,org.apache.maven:maven-core,13,149,192,0.09,0.07,0.09
org.codehaus.jackson:jackson-core-asl,org.springframework.security:spring-security-web,19,102,100,0.19,0.19,0.19
javax.servlet:jstl,org.junit.jupiter:junit-jupiter-params,7,124,171,0.06,0.04,0.06
org.apache.httpcomponents:httpmime,org.openjdk.jmh:jmh-generator-annprocess,8,148,202,0.05,0.04,0.05
commons-httpclient:commons-httpclient,org.quartz-scheduler:quartz,26,139,141,0.19,0.18,0.19
com.fasterxml.jackson.core:jackson-databind,org.apache.commons:commons-collections4,123,850,232,0.14,0.53,0.53
com.squareup.okhttp3:okhttp,org.projectlombok:lombok,57,232,435,0.25,0.13,0.25
com.squareup.okhttp3:okhttp,org.awaitility:awaitility,41,232,161,0.18,0.25,0.25
ch.qos.logback:logback-core,org.springframework.security:spring-security-web,20,227,100,0.09,0.2,0.2
ch.qos.logback:logback-core,org.apache.hadoop:hadoop-common,16,227,143,0.07,0.11,0.11
com.google.guava:guava,org.slf4j:slf4j-log4j12,270,1199,521,0.23,0.52,0.52
javax.servlet.jsp:jsp-api,org.apache.maven.plugin-tools:maven-plugin-annotations,7,106,233,0.07,0.03,0.07
org.apache.maven.plugin-tools:maven-plugin-annotations,org.codehaus.plexus:plexus-utils,95,233,144,0.41,0.66,0.66
org.antlr:antlr4-runtime,org.apache.ant:ant,10,116,153,0.09,0.07,0.09
org.mybatis:mybatis,org.slf4j:log4j-over-slf4j,9,126,125,0.07,0.07,0.07
com.google.inject:guice,commons-logging:commons-logging,48,192,370,0.25,0.13,0.25
com.google.inject:guice,org.antlr:antlr4-runtime,13,192,116,0.07,0.11,0.11
org.junit.jupiter:junit-jupiter-api,xerces:xercesImpl,17,288,113,0.06,0.15,0.15
org.apache.poi:poi,org.codehaus.plexus:plexus-utils,6,138,144,0.04,0.04,0.04
org.mockito:mockito-junit-jupiter,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,118,142,0.02,0.01,0.02
com.googlecode.json-simple:json-simple,org.apache.commons:commons-csv,19,157,134,0.12,0.14,0.14
com.googlecode.json-simple:json-simple,redis.clients:jedis,13,157,184,0.08,0.07,0.08
jakarta.xml.bind:jakarta.xml.bind-api,javax.annotation:javax.annotation-api,27,114,244,0.24,0.11,0.24
jakarta.xml.bind:jakarta.xml.bind-api,org.hamcrest:hamcrest-core,26,114,219,0.23,0.12,0.23
org.glassfish.jaxb:jaxb-runtime,org.junit.jupiter:junit-jupiter,14,147,157,0.1,0.09,0.1
org.apache.logging.log4j:log4j-core,org.jsoup:jsoup,45,397,238,0.11,0.19,0.19
commons-lang:commons-lang,javax.ws.rs:javax.ws.rs-api,40,444,137,0.09,0.29,0.29
commons-lang:commons-lang,org.apache.maven.plugin-tools:maven-plugin-annotations,46,444,233,0.1,0.2,0.2
mysql:mysql-connector-java,org.springframework:spring-beans,108,536,254,0.2,0.43,0.43
org.apache.curator:curator-recipes,org.slf4j:slf4j-log4j12,52,131,521,0.4,0.1,0.4
org.apache.thrift:libthrift,org.ow2.asm:asm,12,104,183,0.12,0.07,0.12
org.apache.maven:maven-plugin-api,org.aspectj:aspectjrt,14,267,111,0.05,0.13,0.13
org.apache.maven:maven-plugin-api,org.postgresql:postgresql,28,267,251,0.1,0.11,0.11
io.springfox:springfox-swagger2,org.apache.poi:poi,19,142,138,0.13,0.14,0.14
org.bouncycastle:bcprov-jdk15on,org.quartz-scheduler:quartz,26,198,141,0.13,0.18,0.18
javax.xml.bind:jaxb-api,org.ow2.asm:asm,43,305,183,0.14,0.23,0.23
org.json:json,org.openjdk.jmh:jmh-core,11,232,215,0.05,0.05,0.05
org.aspectj:aspectjrt,org.springframework:spring-context,66,111,435,0.59,0.15,0.59
org.aspectj:aspectjrt,org.slf4j:slf4j-jdk14,5,111,110,0.05,0.05,0.05
org.assertj:assertj-core,org.hibernate.validator:hibernate-validator,30,462,101,0.06,0.3,0.3
org.apache.poi:poi-ooxml,org.slf4j:log4j-over-slf4j,15,146,125,0.1,0.12,0.12
com.h2database:h2,javax.activation:activation,27,367,105,0.07,0.26,0.26
org.apache.logging.log4j:log4j-api,org.slf4j:slf4j-jdk14,12,321,110,0.04,0.11,0.11
org.apache.logging.log4j:log4j-api,org.hamcrest:hamcrest,35,321,154,0.11,0.23,0.23
org.apache.lucene:lucene-analyzers-common,org.hsqldb:hsqldb,18,110,197,0.16,0.09,0.16
org.apache.lucene:lucene-analyzers-common,org.ow2.asm:asm,16,110,183,0.15,0.09,0.15
commons-validator:commons-validator,org.springframework:spring-core,34,108,337,0.31,0.1,0.31
commons-validator:commons-validator,org.apache.logging.log4j:log4j-slf4j-impl,21,108,248,0.19,0.08,0.19
commons-io:commons-io,junit:junit,734,1059,2290,0.69,0.32,0.69
io.netty:netty-all,org.apache.maven:maven-artifact,11,230,125,0.05,0.09,0.09
org.junit.jupiter:junit-jupiter-params,org.testng:testng,12,171,286,0.07,0.04,0.07
commons-cli:commons-cli,org.slf4j:slf4j-jdk14,26,384,110,0.07,0.24,0.24
commons-cli:commons-cli,org.codehaus.plexus:plexus-utils,36,384,144,0.09,0.25,0.25
org.ow2.asm:asm,org.reflections:reflections,19,183,172,0.1,0.11,0.11
com.alibaba:fastjson,org.mockito:mockito-junit-jupiter,3,338,118,0.01,0.03,0.03
org.hibernate:hibernate-validator,xerces:xercesImpl,13,150,113,0.09,0.12,0.12
commons-logging:commons-logging,org.codehaus.jackson:jackson-core-asl,54,370,102,0.15,0.53,0.53
org.hibernate:hibernate-core,org.slf4j:slf4j-api,127,191,1420,0.66,0.09,0.66
org.apache.commons:commons-lang3,org.openjdk.jmh:jmh-generator-annprocess,68,994,202,0.07,0.34,0.34
org.eclipse.jetty:jetty-webapp,org.hamcrest:hamcrest-all,25,164,236,0.15,0.11,0.15
org.apache.curator:curator-framework,org.apache.logging.log4j:log4j-api,22,119,321,0.18,0.07,0.18
org.apache.curator:curator-framework,org.apache.lucene:lucene-analyzers-common,7,119,110,0.06,0.06,0.06
org.apache.curator:curator-framework,org.slf4j:slf4j-api,79,119,1420,0.66,0.06,0.66
com.google.code.findbugs:jsr305,javax.activation:activation,30,332,105,0.09,0.29,0.29
org.junit.vintage:junit-vintage-engine,org.springframework:spring-expression,8,122,113,0.07,0.07,0.07
ch.qos.logback:logback-classic,org.glassfish.jaxb:jaxb-runtime,43,701,147,0.06,0.29,0.29
commons-configuration:commons-configuration,log4j:log4j,63,149,483,0.42,0.13,0.42
org.mockito:mockito-core,org.springframework:spring-webmvc,95,922,265,0.1,0.36,0.36
org.apache.derby:derby,org.apache.hadoop:hadoop-common,21,101,143,0.21,0.15,0.21
org.apache.derby:derby,org.apache.thrift:libthrift,14,101,104,0.14,0.13,0.14
com.fasterxml.jackson.core:jackson-databind,commons-fileupload:commons-fileupload,119,850,245,0.14,0.49,0.49
com.fasterxml.jackson.core:jackson-databind,org.springframework.boot:spring-boot-starter-test,68,850,130,0.08,0.52,0.52
com.fasterxml.jackson.core:jackson-annotations,org.awaitility:awaitility,46,448,161,0.1,0.29,0.29
org.seleniumhq.selenium:selenium-java,org.springframework.security:spring-security-web,9,100,100,0.09,0.09,0.09
com.google.guava:guava,commons-dbcp:commons-dbcp,83,1199,124,0.07,0.67,0.67
com.google.guava:guava,org.mockito:mockito-core,452,1199,922,0.38,0.49,0.49
com.google.guava:guava,com.jayway.jsonpath:json-path,73,1199,129,0.06,0.57,0.57
javax.servlet:javax.servlet-api,org.apache.commons:commons-pool2,42,491,117,0.09,0.36,0.36
org.codehaus.plexus:plexus-utils,org.slf4j:slf4j-log4j12,30,144,521,0.21,0.06,0.21
javax.inject:javax.inject,org.springframework.boot:spring-boot-starter-web,14,189,145,0.07,0.1,0.1
org.apache.ant:ant,org.slf4j:jul-to-slf4j,18,153,153,0.12,0.12,0.12
org.antlr:antlr4-runtime,org.apache.curator:curator-recipes,9,116,131,0.08,0.07,0.08
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.slf4j:slf4j-api,43,142,1420,0.3,0.03,0.3
commons-beanutils:commons-beanutils,junit:junit,203,281,2290,0.72,0.09,0.72
com.sun.xml.bind:jaxb-impl,org.apache.thrift:libthrift,8,162,104,0.05,0.08,0.08
org.eclipse.jetty:jetty-servlet,org.springframework.boot:spring-boot-starter-web,14,203,145,0.07,0.1,0.1
com.google.inject:guice,junit:junit,150,192,2290,0.78,0.07,0.78
org.apache.poi:poi,org.mockito:mockito-junit-jupiter,6,138,118,0.04,0.05,0.05
org.mockito:mockito-junit-jupiter,org.testcontainers:testcontainers,12,118,118,0.1,0.1,0.1
jakarta.xml.bind:jakarta.xml.bind-api,org.springframework.security:spring-security-web,9,114,100,0.08,0.09,0.09
jakarta.xml.bind:jakarta.xml.bind-api,redis.clients:jedis,9,114,184,0.08,0.05,0.08
junit:junit,org.elasticsearch:elasticsearch,90,2290,125,0.04,0.72,0.72
org.apache.logging.log4j:log4j-core,org.codehaus.jackson:jackson-mapper-asl,24,397,155,0.06,0.15,0.15
commons-lang:commons-lang,io.dropwizard.metrics:metrics-core,48,444,154,0.11,0.31,0.31
com.google.code.gson:gson,org.springframework.security:spring-security-web,35,674,100,0.05,0.35,0.35
org.apache.thrift:libthrift,org.freemarker:freemarker,8,104,153,0.08,0.05,0.08
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-api,207,268,1420,0.77,0.15,0.77
org.apache.commons:commons-pool2,org.mybatis:mybatis,13,117,126,0.11,0.1,0.11
com.alibaba:druid,javax.servlet.jsp:jsp-api,9,148,106,0.06,0.08,0.08
com.alibaba:druid,org.mybatis:mybatis,48,148,126,0.32,0.38,0.38
io.dropwizard.metrics:metrics-core,org.apache.logging.log4j:log4j-api,35,154,321,0.23,0.11,0.23
io.dropwizard.metrics:metrics-core,org.springframework.boot:spring-boot-starter-web,13,154,145,0.08,0.09,0.09
io.dropwizard.metrics:metrics-core,javax.servlet:jstl,5,154,124,0.03,0.04,0.04
io.dropwizard.metrics:metrics-core,javax.servlet:javax.servlet-api,64,154,491,0.42,0.13,0.42
io.springfox:springfox-swagger2,org.springframework:spring-context-support,14,142,155,0.1,0.09,0.1
io.springfox:springfox-swagger2,org.apache.ant:ant,1,142,153,0.01,0.01,0.01
org.apache.avro:avro,org.ow2.asm:asm,15,121,183,0.12,0.08,0.12
org.apache.avro:avro,org.apache.maven:maven-artifact,9,121,125,0.07,0.07,0.07
org.bouncycastle:bcprov-jdk15on,org.springframework.security:spring-security-web,15,198,100,0.08,0.15,0.15
org.seleniumhq.selenium:selenium-java,org.slf4j:jul-to-slf4j,5,100,153,0.05,0.03,0.05
commons-beanutils:commons-beanutils,org.mybatis:mybatis,27,281,126,0.1,0.21,0.21
org.eclipse.jetty:jetty-server,org.hsqldb:hsqldb,36,265,197,0.14,0.18,0.18
org.aspectj:aspectjrt,xerces:xercesImpl,14,111,113,0.13,0.12,0.13
org.assertj:assertj-core,org.hamcrest:hamcrest-library,49,462,228,0.11,0.21,0.21
org.assertj:assertj-core,org.testcontainers:testcontainers,41,462,118,0.09,0.35,0.35
commons-fileupload:commons-fileupload,javax.servlet:servlet-api,63,245,265,0.26,0.24,0.26
io.springfox:springfox-swagger-ui,org.hsqldb:hsqldb,8,128,197,0.06,0.04,0.06
javax.servlet:servlet-api,org.hibernate.validator:hibernate-validator,9,265,101,0.03,0.09,0.09
javax.servlet:servlet-api,org.testcontainers:testcontainers,11,265,118,0.04,0.09,0.09
javax.servlet:servlet-api,redis.clients:jedis,36,265,184,0.14,0.2,0.2
org.apache.httpcomponents:httpclient,org.codehaus.groovy:groovy-all,46,680,119,0.07,0.39,0.39
org.apache.httpcomponents:httpclient,org.junit.vintage:junit-vintage-engine,38,680,122,0.06,0.31,0.31
org.apache.httpcomponents:httpclient,org.slf4j:slf4j-api,432,680,1420,0.64,0.3,0.64
com.h2database:h2,org.apache.logging.log4j:log4j-api,61,367,321,0.17,0.19,0.19
com.h2database:h2,org.ow2.asm:asm,30,367,183,0.08,0.16,0.16
log4j:log4j,org.slf4j:jul-to-slf4j,37,483,153,0.08,0.24,0.24
commons-validator:commons-validator,io.netty:netty-handler,4,108,117,0.04,0.03,0.04
commons-validator:commons-validator,org.slf4j:slf4j-api,71,108,1420,0.66,0.05,0.66
commons-io:commons-io,javax.inject:javax.inject,99,1059,189,0.09,0.52,0.52
commons-io:commons-io,org.mybatis.spring.boot:mybatis-spring-boot-starter,51,1059,142,0.05,0.36,0.36
commons-io:commons-io,org.bouncycastle:bcprov-jdk15on,119,1059,198,0.11,0.6,0.6
io.netty:netty-all,org.quartz-scheduler:quartz,21,230,141,0.09,0.15,0.15
com.zaxxer:HikariCP,org.junit.jupiter:junit-jupiter-params,20,147,171,0.14,0.12,0.14
org.hibernate.validator:hibernate-validator,org.json:json,9,101,232,0.09,0.04,0.09
org.junit.jupiter:junit-jupiter-params,org.mongodb:mongo-java-driver,7,171,119,0.04,0.06,0.06
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,net.java.dev.jna:jna,16,144,162,0.11,0.1,0.11
